station,station_key,lat,lon,row_id,NLC,Station,En/Ex 2007,En/Ex 2008,En/Ex 2009,En/Ex 2010,En/Ex 2011,En/Ex 2012,En/Ex 2013,En/Ex 2014,En/Ex 2015,En/Ex 2016,En/Ex 2017,En/Ex 2018,En/Ex 2019,En/Ex 2020,En/Ex 2021,LINES,NETWORK,London Underground,Elizabeth Line,London Overground,DLR,Night Tube?,station_csv,borough,stop_name,stop_type,stop_distance,passengers_2017,passengers_2018,passengers_2019,passengers_2020,passengers_2021,num_lines,avg_passengers,covid_impact_pct,recovery_rate_pct,trend_slope,trend_category,cluster_id,cluster_name
Dollis Hill,dollis hill,51.5519035590561,-0.23879755850815687,54,558.0,Dollis Hill,3799620.0,3658275.0,3292754.0,3000811.0,3076494.0,3181564.0,3231810.0,3079019.0,3085602.0,4180094.0000000005,4033111.0,3853604.0,4016751.0,2754026.0,1865453.0,Jubilee,London Underground,Yes,,,,Yes,Dollis Hill,London,Dollis Hill Underground Station,MET,0.00027503430592052536,4033111.0,3853604.0,4016751.0,2754026.0,1865453.0,1,3304589.0,-31.436476893887622,-32.26451021159568,-543489.4,Giảm mạnh,2,Ga rất ít khách
Ealing Broadway,ealing broadway,51.51491303373916,-0.3015000963691871,55,560.0,Ealing Broadway,17527677.0,17864990.0,16621251.0,16512739.0,16091415.000000002,16089675.0,16640277.999999998,17380138.0,16840132.0,18604788.0,15947455.0,18435715.0,19036772.0,8852929.0,8307429.0,"Central, District, TfL Rail",London Underground,Yes,Yes,,,Yes,Ealing Broadway,Ealing,Ealing Broadway Underground Station,MET,0.00011260777285876444,15947455.0,18435715.0,19036772.0,8852929.0,8307429.0,3,14116060.0,-53.495639912060724,-6.161802494970874,-2486283.8000000003,Giảm mạnh,3,Ga lớn
Ealing Common,ealing common,51.51012473853785,-0.2882603810569991,56,561.0,Ealing Common,3418822.0,3396396.0,3194100.0,3202138.0,3248444.0,3235644.0,3340949.0,3569884.0,3516563.0,3177674.0,3030959.0,3035829.0,3068294.0,1610901.0,1308100.0,"District, Piccadilly",London Underground,Yes,,,,No,Ealing Common,Ealing,Ealing Common Underground Station,MET,1.6212514877491116e-05,3030959.0,3035829.0,3068294.0,1610901.0,1308100.0,2,2410816.6,-47.49847961114548,-18.796996215161577,-487064.60000000003,Giảm mạnh,1,Ga nhỏ
Earl's Court,earl's court,51.4918039078989,-0.1935458540587338,57,562.0,Earl's Court,20860682.0,20425800.0,19693008.0,21205003.0,20965776.0,21026733.0,21266746.0,22005021.0,20501361.0,19998114.0,18918916.0,18512627.0,19127125.0,7898110.0,8396552.0,"District, Piccadilly",London Underground,Yes,,,,Yes,Earl's Court,South Kensington,Earl's Court Underground Station,MET,0.0003085680576776242,18918916.0,18512627.0,19127125.0,7898110.0,8396552.0,2,14570666.0,-58.70728089035859,6.310902228507833,-3165924.4999999995,Giảm mạnh,1,Ga nhỏ
East Acton,east acton,51.51658219905417,-0.2475132035502077,58,563.0,East Acton,3643990.0,3898147.0,3514320.0,3410281.0,3408355.0,3473199.0,3881384.0,4016859.0,4009432.9999999995,4122792.9999999995,3872967.0,3866457.0,4081695.0,2726902.0,1326939.0,Central,London Underground,Yes,,,,Yes,East Acton,Acton,East Acton Underground Station,MET,0.0002663417426403015,3872967.0,3866457.0,4081695.0,2726902.0,1326939.0,1,3174992.0,-33.19192149339919,-51.338955341996154,-623161.1,Giảm mạnh,1,Ga nhỏ
East Finchley,east finchley,51.587271719132026,-0.16473830562322372,60,565.0,East Finchley,5712898.0,5946420.0,5828206.0,6231882.0,6291627.0,6304646.0,6558418.0,7323942.0,7342555.0,7470306.0,6953760.0,6637732.0,6866724.0,2870898.0,2809498.0,Northern,London Underground,Yes,,,,Yes,East Finchley,London,East Finchley Underground Station,MET,0.0003074243983263215,6953760.0,6637732.0,6866724.0,2870898.0,2809498.0,1,5227722.4,-58.191154908803675,-2.1387036390704233,-1205535.7999999998,Giảm mạnh,2,Ga rất ít khách
East Ham,east ham,51.53892603654758,0.05147554883547004,61,566.0,East Ham,12378046.0,12670617.0,12680742.0,13118180.0,13365416.0,13312177.0,13581725.0,14816407.0,15094316.0,14746847.0,13938124.0,13246713.0,13011044.0,8485806.0,5966757.0,"District, Hammersmith & City",London Underground,Yes,,,,No,East Ham,London,East Ham Underground Station,MET,0.00029074064213984493,13938124.0,13246713.0,13011044.0,8485806.0,5966757.0,2,10929688.8,-34.77997614949269,-29.685441783609008,-2070364.0999999999,Giảm mạnh,5,Ga trung bình
East Putney,east putney,51.45880474635,-0.21100317422227147,62,567.0,East Putney,5774841.0,5806866.0,5608638.0,4924570.0,4930995.0,5331607.0,5652154.0,6140774.0,5995120.0,6369310.0,5875905.0,6109009.0,6445888.0,3056532.0,3007533.0,District,London Underground,Yes,,,,No,East Putney,London,East Putney Underground Station,MET,0.0004001668798691405,5875905.0,6109009.0,6445888.0,3056532.0,3007533.0,1,4898973.4,-52.581676876793395,-1.6030913466634735,-878922.1000000001,Giảm mạnh,1,Ga nhỏ
Eastcote,eastcote,51.57649304450165,-0.3968446271869902,59,564.0,Eastcote,2352457.0,2456081.0,2412104.0,2347552.0,2432119.0,2517541.0,2628771.0,2758170.0,2833742.0,2943186.0,2867252.0,2791569.0,2825453.0,1365559.0,1187714.0,"Metropolitan, Piccadilly",London Underground,Yes,,,,No,Eastcote,London,Eastcote Underground Station,MET,0.0005287980513758489,2867252.0,2791569.0,2825453.0,1365559.0,1187714.0,2,2207509.4,-51.66937832623654,-13.023604252910348,-478508.6000000001,Giảm mạnh,2,Ga rất ít khách
Edgware,edgware,51.61362307984946,-0.2749760060452902,63,568.0,Edgware,3459673.0,3716011.0,4334651.0,4394459.0,4372808.0,4083055.0,4090187.0000000005,4585383.0,4776513.0,5188838.0,5013738.0,4842434.0,4922141.0,2815355.0,2278683.0,Northern,London Underground,Yes,,,,Yes,Edgware,London,Edgware Underground Station,MET,5.67599275848864e-05,5013738.0,4842434.0,4922141.0,2815355.0,2278683.0,1,3974470.2,-42.802227729762315,-19.062320737526882,-749718.9000000001,Giảm mạnh,2,Ga rất ít khách
Elm Park,elm park,51.549801253986864,0.19918045923923808,66,571.0,Elm Park,2236093.0,2395057.0,2389794.0,2333965.0,2443469.0,2493005.0,2628329.0,2992367.0,3004341.0,3096321.0,3122720.0,3076370.0,3143319.0,2007136.0,1406370.0,District,London Underground,Yes,,,,No,Elm Park,London,Elm Park Underground Station,MET,0.0005411849619415907,3122720.0,3076370.0,3143319.0,2007136.0,1406370.0,1,2551183.0,-36.14596545880326,-29.931504392328172,-450193.3999999999,Giảm mạnh,0,Ga ít khách
Embankment,embankment,51.507241796748396,-0.12236021581417866,38,542.0,Embankment,19973153.0,20847113.0,19829894.0,20213300.0,19789934.0,19884719.0,20151962.0,19661756.0,21562479.0,26844711.0,21002144.0,20303286.0,20963697.0,4055183.0,8251813.0,"Bakerloo, Circle, District, Northern",London Underground,Yes,,,,Yes,Embankment,London,Embankment Underground Station,MET,0.0003567571566317623,21002144.0,20303286.0,20963697.0,4055183.0,8251813.0,4,14915224.6,-80.65616479764995,103.48805466978925,-4174876.5,Giảm mạnh,3,Ga lớn
Epping,epping,51.69362460756548,0.1138669155835709,67,572.0,Epping,2300707.0,2480435.0,2780380.0,2864072.0,3095119.0,3029117.0,3144293.0,3071273.0,3330335.0,3770408.0,3778082.0,4048867.0,4084533.0,1909072.0,1890743.0,Central,London Underground,Yes,,,,No,Epping,Epping,Epping Underground Station,MET,0.00011395114142556793,3778082.0,4048867.0,4084533.0,1909072.0,1890743.0,1,3142259.4,-53.26094806921624,-0.9600999857522398,-591447.3,Giảm mạnh,0,Ga ít khách
Euston Square,euston square,51.525561006016105,-0.13583614069432035,69,575.0,Euston Square,9958819.0,10584757.0,10709239.0,10030805.0,10885783.0,11358790.0,12358617.0,14328440.0,14878866.0,14395409.0,13495131.0,13858401.0,14119388.0,3668927.0,5263980.0,"Circle, Hammersmith & City, Metropolitan",London Underground,Yes,,,,No,Euston Square,London,Euston Square Underground Station,MET,4.325414636383142e-05,13495131.0,13858401.0,14119388.0,3668927.0,5263980.0,3,10081165.4,-74.01497147043484,43.47464531183095,-2665177.6000000006,Giảm mạnh,3,Ga lớn
Fairlop,fairlop,51.59568093186104,0.09092922619115162,70,576.0,Fairlop,696707.0,803974.0,826818.0,843647.0,922346.0,906250.0,966835.0,1088742.0,1134269.0,1197309.0,1179427.0,1181967.0,1248117.0,687862.0,541194.0,Central,London Underground,Yes,,,,Yes,Fairlop,London,Fairlop Underground Station,MET,9.734096257800815e-05,1179427.0,1181967.0,1248117.0,687862.0,541194.0,1,967713.4,-44.88801931229204,-21.32230011252257,-177057.1,Giảm mạnh,0,Ga ít khách
Farringdon,farringdon,51.52044475493079,-0.10506525423688033,71,577.0,Farringdon,18284982.0,18835943.0,15674901.0,16812389.0,19024321.0,20402371.0,21764657.0,23628728.0,23775738.0,15874802.0,19325838.0,25016753.0,25924012.0,5899244.0,8497573.0,"Circle, Hammersmith & City, Metropolitan, TfL Rail",London Underground,Yes,Yes,,,No,Farringdon,London,Farringdon Underground Station,MET,0.00024554135554455067,19325838.0,25016753.0,25924012.0,5899244.0,8497573.0,4,16932684.0,-77.244093236803,44.045118323636046,-4077403.9,Giảm mạnh,3,Ga lớn
Finchley Central,finchley central,51.60097642078525,-0.1924471070721108,72,578.0,Finchley Central,4941846.0,5053947.0,5119310.0,5312454.0,5494164.0,5507100.0,5332385.0,5676484.0,5779925.0,6949909.0,6859802.0,8075893.0,8485023.0,3718793.0,3523038.0,Northern,London Underground,Yes,,,,Yes,Finchley Central,Finchley,Finchley Central Underground Station,MET,9.711340572344577e-05,6859802.0,8075893.0,8485023.0,3718793.0,3523038.0,1,6132509.8,-56.17226965678231,-5.263939132939101,-1103062.7999999998,Giảm mạnh,2,Ga rất ít khách
Finchley Road,finchley road,51.547064834336794,-0.18049417591581227,73,579.0,Finchley Road,9778138.0,10177917.0,9308551.0,8846550.0,8976869.0,9366745.0,9898800.0,10061287.0,9951123.0,9998400.0,9134559.0,9124495.0,9187606.0,4696641.0,3908195.0,"Metropolitan, Jubilee",London Underground,Yes,,,,Yes,Finchley Road,South Hampstead,Finchley Road Underground Station,MET,0.0006921525187682375,9134559.0,9124495.0,9187606.0,4696641.0,3908195.0,2,7210299.2,-48.880687743901944,-16.787444473614226,-1488058.2,Giảm mạnh,5,Ga trung bình
Finsbury Park,finsbury park,51.56440164848459,-0.10651210028215848,74,580.0,Finsbury Park,24801026.0,26299025.0,23213512.0,23461314.0,24288678.0,26036007.0,27072271.0,27995495.0,28847088.0,32738968.0,29633479.0,31540207.0,33396270.0,15817399.0,14048632.0,"Piccadilly, Victoria",London Underground,Yes,,,,Yes,Finsbury Park,London,Finsbury Park Underground Station,MET,0.0003966002294197957,29633479.0,31540207.0,33396270.0,15817399.0,14048632.0,2,24887197.4,-52.6372286485886,-11.182413745774511,-4689250.2,Giảm mạnh,3,Ga lớn
Fulham Broadway,fulham broadway,51.48052978429817,-0.19495684460321586,75,581.0,Fulham Broadway,10291098.0,9634101.0,9675655.0,9301691.0,9562872.0,9495761.0,9944627.0,10766495.0,10714422.0,10153787.0,9149885.0,8704059.0,8816445.0,3911983.0,4148235.0,District,London Underground,Yes,,,,No,Fulham Broadway,Walham Green,Fulham Broadway Underground Station,MET,0.00064641056622136,9149885.0,8704059.0,8816445.0,3911983.0,4148235.0,1,6946121.4,-55.628566842984895,6.039187798106484,-1479537.6,Giảm mạnh,1,Ga nhỏ
Gants Hill,gants hill,51.57648754803156,0.06611553398291216,76,582.0,Gants Hill,4527348.0,4692610.0,5257959.0,5064420.0,5477918.0,5594100.0,5986579.0,6560896.0,6588251.0,7143148.0,6491292.0,6174918.0,6358482.0,3741492.0,2835478.0,Central,London Underground,Yes,,,,Yes,Gants Hill,London,Gants Hill Underground Station,MET,8.929787459415797e-05,6491292.0,6174918.0,6358482.0,3741492.0,2835478.0,1,5120332.4,-41.157464942104106,-24.215313035548387,-974505.4,Giảm mạnh,0,Ga ít khách
Gloucester Road,gloucester road,51.49423978391648,-0.18298952648289693,77,583.0,Gloucester Road,13606370.0,13523413.0,13734309.0,14484620.0,14162419.0,14193918.0,14912967.0,11963929.0,14203922.0,13975040.0,13100020.0,13311849.0,13738684.0,3933949.0,6967643.0,"District, Piccadilly, Circle",London Underground,Yes,,,,Yes,Gloucester Road,South Kensington,Gloucester Road Underground Station,MET,0.0003406042415427376,13100020.0,13311849.0,13738684.0,3933949.0,6967643.0,3,10210429.0,-71.365896471598,77.11574298497514,-2164265.4000000004,Giảm mạnh,3,Ga lớn
Golders Green,golders green,51.5722213932328,-0.193993261252232,78,584.0,Golders Green,7642484.0,7669104.0,7897576.0,7968265.0,7810571.0,7635532.0,7397006.0,8250104.0,8700123.0,8511338.0,7973435.0,7897011.0,7895394.0,3897645.0,3332144.0,Northern,London Underground,Yes,,,,Yes,Golders Green,London,Golders Green Underground Station,MET,5.9092680293335996e-05,7973435.0,7897011.0,7895394.0,3897645.0,3332144.0,1,6199125.8,-50.63393923089842,-14.50878671608112,-1328194.8,Giảm mạnh,2,Ga rất ít khách
Goldhawk Road,goldhawk road,51.50195219730127,-0.22674832920358337,79,585.0,Goldhawk Road,1592604.0,1766816.0,1578490.0,1491855.0,1604110.0,1720631.0,1793796.0,2095139.9999999998,2088026.0000000002,2123640.0,2033590.0,2109767.0,2127422.0,972028.0,954301.0,"Circle, Hammersmith & City",London Underground,Yes,,,,No,Goldhawk Road,London,Goldhawk Road Underground Station,MET,6.229727217592934e-05,2033590.0,2109767.0,2127422.0,972028.0,954301.0,2,1639421.6,-54.30958220794933,-1.8237128971593413,-329631.7,Giảm mạnh,1,Ga nhỏ
Goodge Street,goodge street,51.5204249960455,-0.13466215209239432,80,586.0,Goodge Street,7936215.0,8493547.0,8698646.0,9033065.0,10616578.0,8613806.0,8229689.000000001,8378693.999999999,8841266.0,8463593.0,7185458.0,7316006.0,8507731.0,1625476.0,2537086.0,Northern,London Underground,Yes,,,,Yes,Goodge Street,London,Goodge Street Underground Station,MET,0.0003471939317806171,7185458.0,7316006.0,8507731.0,1625476.0,2537086.0,1,5434351.4,-80.89413029161359,56.08264902096371,-1498727.4,Giảm mạnh,5,Ga trung bình
Grange Hill,grange hill,51.61334985780146,0.09214640724270189,81,587.0,Grange Hill,395276.0,456222.0,441456.0,488583.0,488191.0,538851.0,562391.0,600016.0,657661.0,663262.0,639841.0,642034.0,652468.0,296723.0,232680.0,Central,London Underground,Yes,,,,No,Grange Hill,Grange Hill,Grange Hill Underground Station,MET,8.558017446800041e-05,639841.0,642034.0,652468.0,296723.0,232680.0,1,492749.2,-54.52298043735478,-21.58342966335606,-115963.3,Giảm nhẹ,0,Ga ít khách
Great Portland Street,great portland street,51.52372031462889,-0.14395608644736893,82,588.0,Great Portland Street,6211202.0,6958828.0,6884487.0,6792179.0,7166285.0,7358443.0,7577960.0,8427474.0,8343311.0,8657946.0,7732903.0,7728904.0,7974138.0,2635853.0,2685637.0,"Circle, Hammersmith & City, Metropolitan",London Underground,Yes,,,,No,Great Portland Street,London,Great Portland Street Underground Station,MET,0.0003285300966257974,7732903.0,7728904.0,7974138.0,2635853.0,2685637.0,3,5751487.0,-66.94497888047586,1.888724447076525,-1518758.2999999998,Giảm mạnh,3,Ga lớn
Green Park,green park,51.506850108502306,-0.14292742220787438,84,590.0,Green Park,30034360.0,29618755.0,28258541.0,29365627.0,31724096.0,33987599.0,35459916.0,39830418.0,39552887.0,41241175.0,37397425.0,36793171.0,39059216.0,9446617.0,15943763.0,"Jubilee, Piccadilly, Victoria",London Underground,Yes,,,,Yes,Green Park,London,Green Park Underground Station,MET,0.00017043737859586335,37397425.0,36793171.0,39059216.0,9446617.0,15943763.0,3,27728038.4,-75.81462720603506,68.7774893382467,-7025387.8,Giảm mạnh,3,Ga lớn
Greenford,greenford,51.542302026759124,-0.34644414656746,83,589.0,Greenford,3515276.0,3533585.0,3494518.0,3666996.0,3947974.0,4053459.0,4346343.0,4629465.0,4716521.0,4806850.0,4452187.0,4206392.0,4170423.0,2964852.0,2049869.0,Central,London Underground,Yes,,,,No,Greenford,London,Greenford Underground Station,MET,0.00041259362855979715,4452187.0,4206392.0,4170423.0,2964852.0,2049869.0,1,3568744.6,-28.907643181519,-30.86100081892789,-604617.6000000001,Giảm mạnh,2,Ga rất ít khách
Hainault,hainault,51.60372721797824,0.09311901404449711,86,592.0,Hainault,2241634.0,2379573.0,2525353.0,2694964.0,2949499.0,2861768.0,3146946.0,3481574.0,3607791.0,3738019.0,3619745.0,3584797.0,3644122.0,2625053.0,1732237.0,Central,London Underground,Yes,,,,Yes,Hainault,London,Hainault Underground Station,MET,0.0003690876491112548,3619745.0,3584797.0,3644122.0,2625053.0,1732237.0,1,3041190.8,-27.96473334317567,-34.01135138985765,-473476.0,Giảm mạnh,0,Ga ít khách
Hampstead,hampstead,51.55668847626443,-0.17821976292476463,88,594.0,Hampstead,4308191.0,4533549.0,4731740.0,4506235.0,4313065.0,4377572.0,4285503.0,4364454.0,4557566.0,4637096.0,4564741.0,4441422.0,4665745.0,2259516.0,2111620.0,Northern,London Underground,Yes,,,,Yes,Hampstead,London,Hampstead Underground Station,MET,0.0002730837165623754,4564741.0,4441422.0,4665745.0,2259516.0,2111620.0,1,3608608.8,-51.57223551651451,-6.545472570231856,-708814.8,Giảm mạnh,5,Ga trung bình
Hanger Lane,hanger lane,51.53000640358804,-0.2930075226206962,89,595.0,Hanger Lane,2939052.0,2922462.0,3150901.0,3234191.0,3362341.0,3453605.0,3629301.0,3843017.0,3949461.0,4095538.0000000005,3702916.0,3551843.0,3548004.0,1904069.0,1467628.0,Central,London Underground,Yes,,,,No,Hanger Lane,London,Hanger Lane Underground Station,MET,0.00034826897693630913,3702916.0,3551843.0,3548004.0,1904069.0,1467628.0,1,2834892.0,-46.33407966845584,-22.921490765303147,-611835.0,Giảm mạnh,1,Ga nhỏ
Hatton Cross,hatton cross,51.46661417346276,-0.4234093494546627,264,779.0,Hatton Cross,3152254.0,2744396.0,2715123.0,2801153.0,2929341.0,2959643.0,3076485.0,3223047.0,3199955.0,3248674.0,3035400.0,3008769.0,3238018.0,1562318.0,1411470.0,Piccadilly,London Underground,Yes,,,,Yes,Hatton Cross,London,Hatton Cross Underground Station,MET,0.00025522135486479686,3035400.0,3008769.0,3238018.0,1562318.0,1411470.0,1,2451195.0,-51.75079323215621,-9.655396660603028,-469431.10000000003,Giảm mạnh,1,Ga nhỏ
Hendon Central,hendon central,51.583293830072,-0.2264962078032932,93,601.0,Hendon Central,5396142.0,5914764.0,6076148.0,6259561.0,7014001.0,6825826.0,6843039.0,7404483.0,7970028.0,8130262.999999999,7420133.0,7297644.0,7190413.0,3385014.0,2933496.0,Northern,London Underground,Yes,,,,Yes,Hendon Central,Hendon,Hendon Central Underground Station,MET,7.204512250178605e-05,7420133.0,7297644.0,7190413.0,3385014.0,2933496.0,1,5645340.0,-52.92323264324317,-13.338733606419353,-1288590.4000000001,Giảm mạnh,2,Ga rất ít khách
High Barnet,high barnet,51.650601170588565,-0.1947510219475204,94,602.0,High Barnet,2613467.0,2729056.0,2731024.0,2858999.0,3141483.0,2876354.0,2796356.0,3234777.0,3648827.0,3647152.0,4062201.0,4014753.0,4047339.0,2028542.0,1826421.0,Northern,London Underground,Yes,,,,Yes,High Barnet,London,High Barnet Underground Station,MET,0.00045734653142083347,4062201.0,4014753.0,4047339.0,2028542.0,1826421.0,1,3195851.2,-49.87961225881993,-9.963855813682931,-645777.0999999999,Giảm mạnh,2,Ga rất ít khách
High Street Kensington,high street kensington,51.500673420263205,-0.19250313559081075,97,605.0,High Street Kensington,12603269.0,13264423.0,12522052.0,12014816.0,11994054.0,12898984.0,13458770.0,13784783.0,13362540.0,13103200.0,12115781.0,11889198.0,11691230.0,3574133.0,4454568.0,"Circle, District",London Underground,Yes,,,,No,High Street Kensington,Kensington,High Street Kensington Underground Station,MET,0.00047910573808619884,12115781.0,11889198.0,11691230.0,3574133.0,4454568.0,2,8744982.0,-69.42893947001299,24.633526508386787,-2363749.1000000006,Giảm mạnh,1,Ga nhỏ
Highbury & Islington,highbury and islington,51.54622949173787,-0.1039642387849793,95,603.0,Highbury & Islington,13791446.0,13726413.0,14327026.0,13935961.0,16258236.0,16770439.0,18134071.0,18283137.0,18443978.0,20222247.0,42177220.0,38981796.0,41117739.0,16202663.0,20632454.0,"London Overground, Victoria",London Underground,Yes,,Yes,,Yes,Highbury & Islington,London,Highbury & Islington Underground Station,MET,0.0006516787621994068,42177220.0,38981796.0,41117739.0,16202663.0,20632454.0,2,31822374.4,-60.59446994398209,27.339894682744436,-6586866.5,Giảm mạnh,3,Ga lớn
Highgate,highgate,51.57759782961879,-0.14663842256112838,96,604.0,Highgate,4493334.0,4851078.0,4967615.0,4984884.0,4980182.0,4759258.0,4637186.0,5042899.0,5482772.0,5769258.0,5581536.0,5362797.0,5652865.0,2341117.0,2428486.0,Northern,London Underground,Yes,,,,Yes,Highgate,London,Highgate Underground Station,MET,0.0007841087103300533,5581536.0,5362797.0,5652865.0,2341117.0,2428486.0,1,4273360.2,-58.5853014356437,3.7319365072313775,-932778.0000000001,Giảm mạnh,5,Ga trung bình
